669.99 650.31 656.23 649.17 641.94 644.1 651.69 653.56 662.43 673.87 685.31 660.34 637.4 626.66 608.78 592.28 583.93 577.81 571.28 566.38 561.43 557.01 545.24 541.79 543.79 537.72 526.59 522.13 515.72 514.83 515.49 513.07 503.26 503.1 504.62 499.7 493.04 488.62 481.93 467.83 456.19 448.89 444.85 436.81 431.96 433.88 428.28 428.31 428.87 411.93 406.63 395.64 390.53 390.97 398.01 409.13 413.88 421.55 422.8 423.75 420.72 420.21 420.61 420.5 420.37 419.92 418.77 416.86 419.25 423.94 428.91 433.74 436.89 443.48 446.94 457.71 469.15 477.99 479.23 477.93 487.44 487.9 497.97 506.59 513.53 521.78 531.3 540.99 551.97 563.41 573.59 582.88 594.32 605.76 617.2 624.17 629.38 638.42 649.86 661.3 672.74 684.18 695.62 707.06 718.5 729.94 741.38 752.82 764.26 775.7 787.14 798.58 810.02 821.46 832.9 844.34 846.65 851.89 859.52 867.51 876.34 884.53 891.37 900.29 909.88 919.24 930.68 942.12 953.56 965 976.44 987.88 999.32 1008.13 1018.52 1029.96 1041.4 1052.84 1064.28 1075.72 1087.16 1088.09 1084.71 1083.62 1083.3 1082.65 1082.51 1083.89 1085.85 1097.29
640.49 640.18 639.66 637.21 636.3 640.58 643.62 650.37 659.19 669.81 663.17 640.51 621.8 609.25 597.45 580.03 572.45 566.55 561.75 558.48 553.86 542.17 535.92 529.82 526.49 519.55 515.52 510.83 506.46 505.57 506.52 501.66 498.21 495.38 493.57 487.69 483.51 480.66 475.29 462.88 451.93 443.13 435.23 429.08 422.96 418.94 416.92 415.65 413.9 403.47 391.22 386.65 382.54 379.77 380.17 384.93 396.37 407.81 413.3 411.7 411.12 410.49 410.02 409.65 409.22 407.66 406.45 405.52 407.34 410.89 415.73 420.66 425.86 429.66 435.11 445.88 456.51 460.71 462.66 464.89 469.2 477.32 487.21 495.79 503.59 510.84 519.37 528.03 536.85 546.13 557.57 569.01 580.45 591.89 603.33 610.96 620.16 630.73 642.17 653.61 665.05 676.49 687.93 699.37 710.81 722.25 733.69 745.13 756.57 768.01 779.45 790.89 802.33 810.37 821.81 833.25 844.14 850.77 858.99 867.42 875.46 884.52 891.26 898.66 906.98 916.54 927.16 937.92 949.36 960.8 972.24 983.68 995.12 1003.75 1013.46 1023.46 1034.9 1046.34 1057.78 1069.22 1080.66 1078.38 1078.01 1077.68 1077.68 1077.86 1077.68 1077.75 1078.7 1080.12
632.06 631.71 631.87 631.02 632.02 635.18 639.68 646.8 656.11 669.05 643.69 616.72 604.65 594.25 585.12 570.38 561.94 557.27 552.49 551.24 545.56 533.35 523.14 517.24 509.09 506.51 503.55 499.49 498.39 499.81 503.93 494.92 489.63 484.66 480.75 476.24 474.96 475.59 475.02 459.64 448.55 438.18 429.24 420.76 414.97 407.75 406.39 400.6 396.32 392.03 380.99 377.03 372.9 370.25 371.06 372.24 379.15 398.37 403.84 404.98 403.97 403.15 401.89 400.04 399.23 398.58 395.7 394.45 395.07 398.72 403.88 409.11 414.79 419.06 426.07 434.24 445.66 446.28 447.31 453.46 457.28 467.09 476.09 484.62 491.34 499.62 508.06 517.8 527.44 537.99 549.85 562.3 575.17 587.45 593.29 601.36 613.06 625.35 637.96 649.41 660.85 672.29 683.73 695.17 706.61 718.05 729.49 740.93 752.37 763.81 775.25 785.8 793.96 808.26 821.01 829.05 840.49 851.93 861.65 869.45 877.67 886.1 894.14 902.15 909.55 917.34 925.66 935.22 945.84 956.61 968.05 979.49 990.93 1001.64 1011.92 1022.43 1032.14 1042.14 1053.58 1065.02 1070.95 1073.44 1074.5 1075.06 1075.48 1075.84 1076.3 1077.06 1078.12 1080.68
623.8 622.99 623.18 624.22 627.61 630.35 635.15 641.88 650.5 653.09 623.44 597.95 587.08 578.72 571.21 561.82 552.4 548.26 544.88 542.58 535.85 523.32 510.33 501.66 494.5 489.95 487.93 485.8 487.8 490.65 494.49 484.73 477.68 472.71 466.87 464.63 465.15 466.42 468.84 460.28 446.33 434.09 423.05 413.35 405.37 399.42 394.38 386.51 380.3 375.35 369.15 365.55 362.91 364.36 359.98 360.94 370.31 383.82 393.58 396.67 397.91 395.98 393.71 392.22 391.29 389.77 386.44 384.86 383.98 386.56 391.29 396.69 403.58 408.95 416.49 424.08 431.07 432.04 434.4 439.4 445.21 455.11 463.85 471.96 477.35 485.56 494.59 503.93 513.09 524.24 537.18 547.92 563.84 574.46 583.71 595.33 607.66 621.26 636.66 655.32 666.34 676.7 689.11 702.46 712.97 723.87 734.96 746.63 759.37 774.09 786.69 786.75 793.6 803.53 817.93 840.47 851.93 862.82 869.45 877.67 886.1 894.14 903.2 909.94 917.34 925.66 935.22 945.84 956.61 965.73 976.33 986.38 995.46 1004.16 1013.87 1023.46 1039.1 1049.25 1058.57 1064.48 1071.64 1073.95 1074.79 1075.25 1075.73 1076.26 1076.83 1077.59 1078.66 1081.84
614.4 611.57 614.22 617.25 621.81 624.96 629.19 634.74 642.1 637.05 605.26 586.88 571.11 563.94 555.84 549.78 542.77 539.27 536.04 534.32 526.06 514.5 499.79 489.07 482.93 473.88 472.44 474.87 476.39 478.71 480.42 471.57 465.49 459.75 455.46 454.27 454.87 456.22 458.06 455.8 445.05 431.83 417.75 406.67 397.3 391.02 382.36 374.76 367.46 363.28 355.19 350.3 354.24 351 348.25 350.07 361.33 375.37 385.46 384.93 387.14 389.24 387.29 386.05 383.91 381.5 377.45 375.38 374.12 374.95 378.87 384.4 391.02 398.14 406.12 411.66 417.97 421 423 427.09 433.74 444.28 450.94 457.41 461.72 469.12 477.31 483.79 493.43 503.42 517.76 534 549.37 563.5 578.65 591.85 604.59 620.22 635.24 651.23 669.93 680.6 691.71 704.86 717.8 728.42 739.06 750.01 763.05 778.16 794.84 796.19 797.83 804.5 812.94 836.52 865.69 891.67 896.96 901.13 907.21 915.13 921.01 928.12 934.59 943.51 952.29 961.33 968.76 978.9 987.02 994.08 1001.11 1008.96 1017.86 1027.79 1043.11 1056.09 1062.17 1071.65 1074.66 1076.98 1077.12 1076.63 1076.15 1076.43 1077.2 1077.94 1078.94 1082.44
607.1 603.45 605.83 609.89 614.78 618.94 622.91 628.47 637.04 625.5 595.3 578 560.05 551.14 545.84 536.87 531.84 528.83 526.55 521.14 514.78 503.21 491.67 478.02 470.1 463.71 462.55 463.14 464.82 465.63 467.1 457.23 452.61 448.21 445.25 444.14 444.63 445.43 446.04 442.67 438.2 427.22 413.66 399.75 389.74 381.47 371.75 363.88 357.34 351.27 345.83 341.45 342.42 339.64 337.8 338.82 350.37 365.11 375.45 373.31 373.63 377.88 380.21 378.72 376.63 373.62 369.04 365.5 364.53 365.07 367.73 372.83 378.3 385.56 394.36 398.23 404.71 410.16 410.53 416.12 423.31 431.08 437.88 443.79 452.4 458.91 467.71 478.05 487.71 500.37 514.48 530.07 545.23 560.23 575.84 589.93 605.09 621.02 636.37 650.5 665.82 682.71 695.45 708.8 720.78 731.08 741.31 752.76 766.66 783.3 800.8 804.79 806.94 808.9 816.45 838.55 864.94 897.91 921.5 925.08 932.88 939.63 942.3 947.77 955.79 961.8 969.26 977 987.85 993.71 997.76 1002.06 1007.86 1015.33 1022.95 1034.08 1048.77 1064.28 1069.38 1076.86 1081.06 1080.43 1079.63 1078.74 1078.2 1077.79 1078.02 1078.83 1079.85 1081.55
602 597.93 600.51 604.3 607.24 613.29 617.22 622.71 632 619.27 589.38 568.31 554.26 541.51 534.36 528.26 521.98 519.68 515.89 510.27 503.6 491.05 483.16 469.52 460.68 455.83 454.54 454.2 453.68 452.02 449.27 442.59 439 436.48 435.21 434.94 434.19 433.06 429.91 428.64 425.95 418.73 405.8 393.99 382.13 373.61 362.71 354.22 348.39 341.18 334.64 332.57 332.25 329.49 329.47 330.6 336.54 348.39 358.19 364.04 360.26 365.49 370.32 370.7 368.25 364.83 360.27 356.32 355.32 355.54 357.37 361.28 366.76 371.95 382.89 384.88 390.17 395.32 400.86 405.54 414.13 420.5 426.24 431.96 441.62 450.54 461.27 473.85 484.44 497.98 512.25 526.35 543.84 561.39 576.67 591.41 607.04 622.21 640.43 653.06 669.88 684.6 699.82 712.78 723.48 735.63 748.55 761.06 772.22 787.01 806.95 813.98 814.9 817.13 825.85 841.7 861.56 888.27 916.4 941.68 954.61 961.86 964.16 967.6 974.7 981.94 985.88 992.82 1004.46 1005.74 1005.85 1010.52 1015.61 1021.62 1028.71 1041.83 1055.98 1077.67 1077.86 1083.43 1085.41 1084.93 1082.24 1080.96 1080.29 1079.93 1080.34 1080.39 1080.62 1082.3
597.14 594.32 596.17 598.6 600.98 606.28 611.95 617.81 627.4 618.98 589.73 564.03 549.29 536.35 526.7 519.91 515.35 511.72 505.17 499.97 490.94 478.99 472.67 461.72 452.48 448.76 446.45 444.78 442.73 439.96 434.52 429.89 427.65 425.46 425.16 423.44 421.04 418.53 415.61 413.16 410.89 404.17 392.73 387.56 374.61 365.8 354.51 345.41 338.42 332.26 325.12 322.44 321.41 322.04 321.88 320.3 321.4 326.9 341.02 350.94 349.36 353.59 358.64 362.34 359.36 355.46 350.76 347.98 346.31 345.83 346.62 350.3 354.74 361.63 368.88 371.77 377.58 384 390.24 395.96 403.82 411.54 416.83 425.58 436.73 447 458.03 469.31 483.61 498.3 514.2 530.51 547.55 563.41 578.75 595.71 612.89 630.46 646.22 660.21 674.4 689.98 704.98 718.31 730.51 743.06 755.65 769.35 778.94 795.41 811.63 820.24 822.1 825.5 835.27 849.99 865.24 886.09 911.12 935.34 960.99 983.58 984.71 987.26 994.82 1001.22 1005.53 1012.27 1015.78 1015.09 1016.45 1019.2 1024.43 1029.8 1036.9 1049.45 1065.12 1090.08 1089.38 1088.18 1090.76 1088.7 1085.74 1083.65 1082.88 1082.51 1082.8 1082.56 1083 1084.2
594.27 590.59 590.63 593.25 597.19 600.76 608.16 615.02 624.05 620.48 588.97 565.45 543.87 530.63 520.38 512.96 508.11 503.36 494.6 486.73 476.31 466.4 459.82 450.99 444.16 440.65 436.52 433.84 429.95 426.15 420.92 418 416.12 415.64 414.83 412.03 408.59 402.6 400.53 396.82 397.55 388.6 380.69 378.27 365.83 357.59 348.98 339.47 331.44 324.17 320.36 316.95 314.9 313.79 309.76 309.17 311.31 313.7 322.76 339.53 339.16 342.47 347.27 350.4 353.25 348.5 343.08 338.14 336.04 335.39 336.96 339.7 343.9 350.7 356.2 365.9 369.17 376.01 383.33 391.75 398.45 407.05 415.06 424.15 433.24 445.08 457.6 470.5 485.36 501.53 517.86 534.9 552.53 568.82 585.68 601.15 619.13 638.56 655.53 663.34 674.03 686.86 702.76 726.94 742.79 755.55 765.66 776.96 787.84 802.83 817.42 827.29 831.42 833.04 850.91 857.49 871.25 893.93 915.02 937.46 959.68 982.45 998.74 1010.16 1016.4 1022.3 1025.36 1029.24 1026.52 1025.55 1026.66 1029.14 1033.59 1038.5 1045.62 1058.03 1075.49 1092.15 1101.15 1096.78 1095.75 1093.53 1089.85 1086.58 1086.54 1086.15 1085.96 1085.64 1085.98 1085.96
591.24 586.84 586.37 588.68 592.8 596.79 604.43 612.45 622.21 611.36 581.44 560.65 538.18 525.26 513.49 506.05 499.8 493.68 483.02 472.44 460.44 452.56 445.41 439.13 434.59 429.7 424.73 421.02 417.54 411.97 408.07 405.95 406.76 406.46 403.93 400.83 395.79 388.33 381.69 386.1 383.24 377.83 374.96 371.49 357.97 349.41 341.74 333.58 326.31 318.98 314.52 309.98 307.77 305.35 301.61 300.98 301.85 303.51 308.12 322.09 328.29 330.66 335.48 337.39 339.39 339.02 335.68 329.85 326.63 324.1 325.22 329.44 335.59 340.46 346.63 355.03 362.07 369.85 378.45 387.18 396.2 405.03 415 425.01 436.17 447.9 459.87 473.64 489.18 506.21 525.23 542.8 561.71 577.18 591.76 609.48 627.4 642.62 652.22 661.24 672.12 685.27 701.75 720.39 741.26 762.35 777.04 785.77 797.76 809.72 826.64 837.46 839.4 842.94 859.03 870.23 883.79 900.69 921.74 939.6 958.39 974.2 989.04 1006.39 1019.68 1032.07 1044.81 1039.08 1036.96 1036.19 1036.27 1039.35 1042.19 1046.74 1054.82 1067.1 1083.22 1100.29 1112.71 1108.42 1104.51 1098.46 1094.47 1091.22 1089.87 1089.4 1089.3 1089.03 1088.53 1088.31
